 B_ens_min B_ens_max B_ens_mean B_ens_std
0 -1.0015618125645194 0.8472364382999718 0.8301357632555164 0.05888481014909679
1 0.821863096832282 0.8474360738243776 0.8421488714652509 0.004246249062196125
2 0.8327509015288848 0.8476894774548347 0.8449275026406698 0.002235381907815993
3 0.8358568924473808 0.8476894774548347 0.8461482127212714 0.0013931812990831721
4 0.8384752380230134 0.8476894774548347 0.8468442048066999 0.0008510619666927584
5 0.8384752380230134 0.8476894774548347 0.8472326427867879 0.0005190875118261523
6 0.8440178052500023 0.8476894774548347 0.8474015321116027 0.0002552585246844805
7 0.8457372318456966 0.8476894774548347 0.8474846068842816 0.00015139483656383018
8 0.8458137836381883 0.8476894774548347 0.8475238189915987 0.00013228987777031393
9 0.8466943835283545 0.8476894774548347 0.8475437496242489 0.00011828935103224996
10 0.8473255256826695 0.8476894774548347 0.8475557418534757 0.00011532454806731185
11 0.8473732440973385 0.8476894774548347 0.8475602705121518 0.0001155612407932097
12 0.8474360738243776 0.8476894774548347 0.8475630789141249 0.00011599278321968305
13 0.8474360738243776 0.8476894774548347 0.8475633286029003 0.0001159770194715337
14 0.8474566487022135 0.8476894774548347 0.847565017376689 0.0001158853363935609
15 0.8474566487022135 0.8476894774548347 0.8475657867690586 0.00011588870950635072
16 0.8474566487022135 0.8476894774548347 0.8475675162575727 0.00011597032603131573
17 0.8474566487022135 0.8476894774548347 0.8475685434097727 0.0001162286232783388
18 0.8474566487022135 0.8476894774548347 0.8475689408804401 0.00011635005755211655
19 0.8474566487022135 0.8476894774548347 0.8475698027471051 0.00011642621214488145
20 0.8474566487022135 0.8476894774548347 0.8475707344265573 0.00011644895891414151
21 0.8474566487022135 0.8476894774548347 0.8475715007352115 0.00011635486762266287
22 0.8474566487022135 0.8476894774548347 0.8475728832091662 0.00011620488090098501
23 0.8474566487022135 0.8476894774548347 0.8475731164023603 0.00011620537289108264
24 0.8474566487022135 0.8476894774548347 0.8475748288890279 0.00011624567725163641
25 0.8474566487022135 0.8476894774548347 0.8475761576747058 0.00011632453426640094
26 0.8474566487022135 0.8476894774548347 0.847576774204448 0.00011625351434848774
27 0.8474566487022135 0.8476894774548347 0.8475775421390516 0.00011617756202534897
28 0.8474566487022135 0.8476894774548347 0.8475796234637057 0.00011591815735046596
29 0.8474566487022135 0.8476894774548347 0.8475801395773195 0.00011584801660752706
30 0.8474566487022135 0.8476894774548347 0.8475813355859316 0.00011586198861344524
31 0.8474566487022135 0.8476894774548347 0.8475827454310595 0.00011585517554133157
32 0.8474566487022135 0.8476894774548347 0.8475840742167373 0.00011584343596916863
33 0.8474566487022135 0.8476894774548347 0.8475845398742428 0.0001157981843543961
34 0.8474566487022135 0.8476894774548347 0.8475856898838865 0.00011551738109276065
35 0.8474566487022135 0.8476894774548347 0.8475874560588306 0.00011509511937554646
36 0.8474566487022135 0.8476894774548347 0.8475890729874872 0.00011477768854489172
37 0.8474566487022135 0.8476894774548347 0.8475904159072847 0.00011485243227349019
38 0.8474566487022135 0.8476894774548347 0.8475914305255815 0.00011474873784944976
39 0.8474566487022135 0.8476894774548347 0.8475925924255082 0.00011449751798668407
40 0.8474566487022135 0.8476894774548347 0.8475938388902289 0.00011433194971511284
41 0.8474566487022135 0.8476894774548347 0.8475948521617552 0.0001141969320968527
42 0.8474566487022135 0.8476894774548347 0.847595933984561 0.00011393056830694235
43 0.8474566487022135 0.8476894774548347 0.8475962504810415 0.00011392162954325927
44 0.8474566487022135 0.8476894774548347 0.8475975651326 0.00011359127410787762
45 0.8474566487022135 0.8476894774548347 0.8475990434437446 0.00011331640860997585
46 0.8474566487022135 0.8476894774548347 0.8475999747587553 0.00011309862950514371
47 0.8474566487022135 0.8476894774548347 0.8476010574786271 0.00011283949783279923
48 0.8474566487022135 0.8476894774548347 0.8476025085038615 0.00011219318367985112
49 0.8474566487022135 0.8476894774548347 0.8476025908248189 0.00011222679370289127
50 0.8474566487022135 0.8476894774548347 0.8476037823397552 0.00011217864418999461
51 0.8474566487022135 0.8476894774548347 0.8476048782966806 0.00011198325414612856
52 0.8474566487022135 0.8476894774548347 0.8476054262751433 0.00011188140133486079
53 0.8474566487022135 0.8476894774548347 0.8476062752691966 0.00011157650637043459
54 0.8474566487022135 0.8476894774548347 0.8476078227495076 0.00011104784562377356
55 0.8474566487022135 0.8476894774548347 0.8476086717435608 0.00011072226320228423
56 0.8474566487022135 0.8476894774548347 0.8476089868932709 0.00011067635660121398
57 0.8474566487022135 0.8476894774548347 0.8476102333579915 0.00011031979808064264
58 0.8474566487022135 0.8476894774548347 0.847611164673002 0.000110001299312751
59 0.8474566487022135 0.8476894774548347 0.8476128626611085 0.0001092843697627022
60 0.8474566487022135 0.8476894774548347 0.8476137621112699 0.00010885303455497777
61 0.8474566487022135 0.8476894774548347 0.8476144605975278 0.00010858905293769898
62 0.8474566487022135 0.8476894774548347 0.8476154919642253 0.00010817508396224776
63 0.8474566487022135 0.8476894774548347 0.8476166561079884 0.00010771075467243239
64 0.8474566487022135 0.8476894774548347 0.8476172040864511 0.0001075448024445595
65 0.8474566487022135 0.8476894774548347 0.8476179848936664 0.00010727849913018944
66 0.8474566487022135 0.8476894774548347 0.8476183823643338 0.00010722675495045348
67 0.8474566487022135 0.8476894774548347 0.8476186975140438 0.00010715076571691455
68 0.8474566487022135 0.8476894774548347 0.8476190808505917 0.00010692855294967325
69 0.8474566487022135 0.8476894774548347 0.8476209434806128 0.00010610675193033237
70 0.8474566487022135 0.8476894774548347 0.8476225732818814 0.00010535538233391779
